Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,2ndFlrSF_cat,3SsnPorch_cat,BsmtFinSF1_cat,BsmtFinSF2_cat,BsmtUnfSF_cat,EnclosedPorch_cat,GarageArea_cat,LowQualFinSF_cat,MasVnrArea_cat,MiscVal_cat,OpenPorchSF_cat,PoolArea_cat,ScreenPorch_cat,TotalBsmtSF_cat,WoodDeckSF_cat,House_Age,House_Age_Squared,House_Decade_Built,Garage_Age,Garage_Age_Squared,Garage_Decade_Built,Remodel_Age,Remodel_Age_Squared,Remodel_Decade_Built
32,20,RL,0.0,-0.2404236601628942,Pave,No,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,No,,TA,TA,CBlock,TA,TA,No,Unf,,Unf,,0.7716938624317319,0.42070004115888443,GasA,Gd,Y,SBrkr,0.2698492025544235,,,-0.38385594822659813,0,0,1,1,3,1,Gd,6,Typ,0,No,Attchd,Unf,1,-1.3819415465759983,TA,TA,Y,,0.029630631505460442,,,,,No,MnPrv,No,,6,2008,WD,Normal,11.914054519303125,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0.10477685851692058,0.10295978341401499,1960,0.2396795764773855,0.23503286906528473,1960,-0.636057760810898,-0.6595210198793273,2000
33,20,RL,0.725362871191378,0.3572511139133638,Pave,No,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,No,,Gd,TA,PConc,Ex,TA,Av,Unf,,Unf,,0.7762330500353735,0.4308826086019977,GasA,Ex,Y,SBrkr,0.28055299455739646,,,-0.37310868947939374,0,0,2,0,3,1,Gd,7,Typ,0,No,Attchd,RFn,2,0.0,TA,TA,Y,,-0.6980164085195841,,,,,No,No,No,,1,2008,WD,Normal,12.100161978566867,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,-1.30376155375224,-1.3534809385451985,2000,-1.2259850674167105,-1.2735506453649683,2000,-0.7416155106723266,-0.7757086024680245,2000
34,20,RL,0.018501499801521343,0.25026223256554275,Pave,No,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,BrkFace,BrkFace,No,,TA,TA,CBlock,TA,TA,No,Rec,0.6147489963785834,Unf,,-0.319876540265582,0.6915796571668394,GasA,Gd,Y,SBrkr,0.9841815391912946,,,0.3333772015953793,0,1,1,1,4,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,-0.18961785004373274,TA,TA,Y,,-0.4769546920515831,,,,,No,No,No,,4,2010,WD,Normal,12.016732516077072,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.19468307749801747,0.19101713620393773,1950,0.33323213086921655,0.3262428089827477,1950,0.6252356751751159,0.610624562883802,1950
35,120,RL,-0.541352683461139,-0.6020636493588339,Pave,No,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.18046578669064783,Ex,TA,PConc,Ex,TA,No,GLQ,0.7614500907860977,Unf,,-0.2537798640002647,0.9220071836343505,GasA,Ex,Y,SBrkr,0.7968172204575307,,,0.14525202008342983,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2,0.3307415122628956,TA,TA,Y,0.24763996390848356,-0.27701468977866983,,,,,No,No,No,,8,2007,WD,Normal,12.533579815765737,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,-1.0902011149063575,-1.1165484744303034,2000,-1.0037632367414218,-1.028135638761577,2000,-0.5468099549655148,-0.5630392969369303,2000
36,60,RL,1.5994110527316734,0.8088272763738164,Pave,No,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,-0.403610993143666,Gd,TA,PConc,Ex,TA,Av,Unf,,Unf,,0.6834670202816592,0.22278450011244147,GasA,Ex,Y,SBrkr,0.091094735526203,1.3630147178907992,,1.1412642345107098,0,0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3,0.8493056863916519,TA,TA,Y,-0.5969408058409532,-0.6378143349373354,,,,,No,No,No,,9,2006,WD,Normal,12.6410997921206,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,-1.0054481406492326,-1.0248149621527998,2000,-0.9155729277292476,-0.9331179272570078,2000,-0.5468099549655148,-0.5630392969369303,2000
37,20,RL,1.7323248209246545,0.3169291389914276,Pave,No,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,No,,TA,TA,PConc,Gd,TA,No,Unf,,Unf,,0.6666426522845882,0.18504310742787936,GasA,Ex,Y,SBrkr,0.022129477955787603,,,-0.6325816312656847,0,0,1,1,3,1,TA,6,Typ,0,No,Attchd,Unf,2,0.7827813863083232,TA,TA,Y,1.1992851584171909,0.014929284216175606,,,,,No,No,No,,6,2009,WD,Normal,11.884495917930655,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,-0.4907470925401493,-0.4892727719792955,1990,-0.4177471590490779,-0.41652408361154686,1990,-0.03309270530972856,-0.03303501362611523,1990
38,20,RL,0.22063196814899294,-0.24369077194102734,Pave,No,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.0948525391706172,TA,TA,CBlock,TA,TA,No,Rec,0.8212171863160364,Unf,,-1.7180816120653555,0.534908351348983,GasA,Gd,Y,SBrkr,0.38990359984816425,,,-0.26331402522425057,0,1,1,0,3,1,TA,5,Typ,1,TA,Attchd,Fin,2,0.06799759583069594,TA,TA,Y,,,,,,,No,No,No,,10,2009,WD,Normal,11.938199736300925,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.25190238340530924,0.24693770842997387,1950,0.39277208582250206,0.384165422725806,1950,0.11618125387142944,0.11524299545341611,1990
39,20,RL,-0.08687589461457491,-0.41612531793335134,Pave,No,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,VinylSd,VinylSd,No,,TA,Gd,CBlock,TA,TA,No,GLQ,0.22468975789953502,Unf,,-0.4623295073217326,0.10745289129644656,GasA,TA,Y,SBrkr,-0.05943242080661804,,,-0.7144747425732849,1,0,1,0,3,1,Gd,5,Typ,0,No,Detchd,Unf,1,-1.6123191210896612,TA,TA,Y,,-0.1815981230738363,,,,,No,No,No,,1,2010,WD,Abnorml,11.599112335481124,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.2627522969871651,0.25753150590864465,1950,0.404062040422046,0.39513849426285896,1950,-0.7416155106723266,-0.7757086024680245,2000
40,90,RL,-0.25081212321652857,-1.0466178579276781,Pave,No,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,Gable,CompShg,AsbShng,Plywood,No,,TA,TA,PConc,nan,nan,nan,nan,,nan,,,,GasA,TA,N,FuseP,0.12955312619088177,,,-0.5247217491948668,0,0,2,0,2,2,Fa,6,Typ,0,No,nan,nan,0,,nan,nan,N,,,,,,,No,No,No,,6,2008,WD,AdjLand,11.314486721293981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24086376624289926,0.23615651685058975,1950,0.0,0.0,1980,0.6673607746667976,0.651141428185857,1950
41,20,RL,0.6822283690374858,-0.20961296770514545,Pave,No,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,-0.6539992421724224,TA,TA,CBlock,TA,TA,No,Rec,0.07366191532710745,Unf,,-0.17306125677193993,0.1678346449975653,GasA,Ex,Y,SBrkr,0.4351524001558708,,,-0.21788147526696097,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,-0.22724805368161347,TA,TA,Y,,0.746831586735408,,,,,No,GdWo,No,,12,2006,WD,Abnorml,11.982935344196433,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0.11842694350170054,0.11634533376763115,1960,0.25388326930824784,0.24889764247527105,1960,0.5556763567944025,0.5435995546131602,1960
42,20,RL,1.828958066993474,1.3458541051710953,Pave,No,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,No,,TA,Gd,CBlock,TA,TA,Gd,BLQ,0.554205522220454,Unf,,-0.3125663484459901,0.6185837443891341,GasA,Gd,Y,SBrkr,0.44177739672362853,,,-0.21122957542686152,0,1,1,1,2,1,TA,5,Typ,2,Gd,Attchd,RFn,1,-1.0771906143696715,TA,TA,P,,0.4767195755705829,,,,,No,No,No,,7,2007,WD,Normal,12.04355959836804,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.19468307749801747,0.19101713620393773,1950,0.33323213086921655,0.3262428089827477,1950,0.6252356751751159,0.610624562883802,1950
43,85,RL,0.0,-0.07352512650624028,Pave,No,IR1,Lvl,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,Gable,CompShg,HdBoard,HdBoard,No,,TA,TA,CBlock,Gd,TA,Av,ALQ,0.25018592051287636,LwQ,-1.1828501278382118,,-0.37248136496702566,GasA,Gd,Y,SBrkr,-0.4518524546200647,,,-1.1084883444639453,1,0,1,0,2,1,Gd,5,Typ,0,No,Attchd,RFn,2,0.09655732084581746,TA,Gd,Y,0.48954909940419394,,,,,,No,MnPrv,No,,12,2007,WD,Normal,11.87757552297847,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,-0.18804124330114358,-0.18589534631587512,1980,-0.06501437804212144,-0.06416371353433822,1980,0.27612221390527336,0.27230994566605116,1980
44,20,RL,0.0,-0.06846621490964751,Pave,No,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,VinylSd,VinylSd,No,,TA,TA,CBlock,Gd,TA,Av,LwQ,-0.9042604399121441,BLQ,0.2905097685320658,-1.0830677138880846,-0.14202359797433176,GasA,TA,Y,SBrkr,-0.32167909540069034,,,-0.9777863677126376,1,0,1,0,3,1,TA,5,Typ,0,No,Detchd,Unf,1,-1.0771906143696715,TA,TA,Y,-0.2378611548233574,,,,,,No,MnPrv,No,,7,2008,WD,Normal,11.777218637129327,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,-0.03341321393565347,-0.03291974492941195,1970,0.059184015164986316,0.058243917905932,1970,0.33311554352073575,0.32791230098451035,1980
45,20,RL,0.018501499801521343,-0.40938627435165337,Pave,No,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,BrkFace,Wd Sdng,No,,TA,TA,CBlock,TA,TA,No,ALQ,-1.4294519814380766,BLQ,0.31724297110423316,-0.13217554912674784,0.2836058364420087,GasA,Ex,Y,FuseA,0.125737429143594,,,-0.528552941304799,1,0,1,0,3,1,TA,6,Typ,0,No,Attchd,RFn,1,-1.1398687928480178,TA,TA,Y,,,,,,,No,No,No,,5,2006,WD,Normal,11.856522261533737,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0.19468307749801747,0.19101713620393773,1950,0.33323213086921655,0.3262428089827477,1950,0.6252356751751159,0.610624562883802,1950
46,120,RL,-0.48138456717834355,-0.4949100336288087,Pave,No,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.665491728514359,Ex,TA,PConc,Ex,TA,No,GLQ,-0.3308051592885504,Unf,,0.8218873342046923,1.1632070117322744,GasA,Ex,Y,SBrkr,1.0503635687175767,,,0.39982798796496893,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,RFn,2,0.4150348576995464,TA,TA,Y,0.19696370644597125,0.2503181806700742,,,,,No,No,No,,2,2010,WD,Normal,12.675766851909591,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,-1.0902011149063575,-1.1165484744303034,2000,-1.0037632367414218,-1.028135638761577,2000,-0.5468099549655148,-0.5630392969369303,2000
47,50,RL,-1.3492130112693128,0.7032078746885506,Pave,No,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,Gable,CompShg,VinylSd,VinylSd,No,,Gd,TA,PConc,Ex,TA,No,GLQ,0.948169698107295,Unf,,-1.729111855344986,0.744701349994943,GasA,Ex,Y,SBrkr,0.7354648688762169,-0.5213248714634146,,0.8503155343043514,1,0,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,RFn,2,0.7756698675271028,TA,TA,Y,-0.02553787918304247,-0.3607996451586656,,,0.21493649421253952,,No,No,No,,8,2009,WD,Abnorml,12.387089184491993,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,-0.9306907192466021,-0.9448840807014584,2000,-0.8377835621967801,-0.8503253987089429,2000,-0.40130776628563275,-0.4089542603628536,2000
48,20,FV,0.6822283690374858,0.3671185265340949,Pave,No,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,No,,Gd,TA,PConc,Gd,TA,Av,GLQ,-3.757192743116346,Unf,,1.0365977215613262,1.0454525101173635,GasA,Ex,Y,SBrkr,0.9265814577969955,,,0.27554321356266825,0,0,2,0,3,1,Gd,7,Typ,0,No,Attchd,RFn,3,1.2751537586383621,TA,TA,Y,,0.8007152679416579,,,,,No,No,No,,7,2007,WD,Normal,12.428019481065613,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,-1.1880412433011438,-1.2240376689885206,2000,-1.1055714768953258,-1.1394731099301796,2000,-0.636057760810898,-0.6595210198793273,2000
49,190,RM,-2.697013267264473,-1.7535814771495861,Pave,No,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,Gable,CompShg,MetalSd,MetalSd,No,,TA,TA,BrkTil,TA,TA,No,Unf,,Unf,,0.29507583637759005,-0.6484770051932773,GasA,Gd,Y,SBrkr,-0.8540568046919642,-0.19880668495208867,,-0.014378084137794768,0,0,2,0,2,3,TA,8,Typ,0,No,nan,nan,0,,nan,nan,N,,,-0.5143443773323111,,,,No,No,No,,6,2009,New,Partial,11.635151947212842,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.5447204852233737,0.5319220363286613,1920,0.0,0.0,1980,-0.8708077553361632,-0.9208129855545956,2000
50,20,RL,-0.1953530647057879,-0.46955138197085294,Pave,No,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,No,,TA,TA,CBlock,TA,TA,No,BLQ,0.275142441078914,Unf,,-0.9537686884738165,-0.10450926335418902,GasA,Ex,Y,SBrkr,-0.2822444796078423,,,-0.9381916129374497,1,0,1,0,3,1,TA,6,Typ,0,No,Attchd,Unf,1,-0.5393608711339675,TA,TA,Y,,,,,,,No,MnPrv,No,,1,2007,WD,Normal,11.751950239425476,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.10477685851692058,0.10295978341401499,1960,0.2396795764773855,0.23503286906528473,1960,0.5432250226181123,0.5315847566052578,1960
51,60,RL,0.0,0.8856780335243419,Pave,No,IR2,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,No,,TA,TA,PConc,Gd,TA,Av,GLQ,-1.4099614289193407,Unf,,0.12337181023835445,-0.49008883582419016,GasA,Gd,Y,SBrkr,-0.6875610726352157,-0.3455262224970332,,0.012791745952629,0,1,2,0,3,1,TA,6,Typ,0,No,Attchd,Fin,2,-0.5270439956830252,TA,TA,Y,,0.16547797089060015,,,,,No,No,No,,7,2007,WD,Normal,12.083910661257521,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,-0.6064674029912455,-0.6070763495193562,1990,-0.5004106888535413,-0.500423637089099,1990,-0.10555774986142837,-0.10573985763459624,1990
52,50,RM,-1.0598129977764372,-0.970896397926601,Pave,No,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,No,,TA,TA,PConc,TA,TA,No,Unf,,Unf,,0.3911241614990891,-0.4330158624189354,GasA,TA,Y,SBrkr,-0.6275666518043261,,-0.04509429195563469,-0.4792588653950235,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,2,0.20750035164186137,TA,TA,Y,-0.6097282485076116,,,,,,No,MnPrv,Shed,-0.32062818049798286,9,2006,WD,Normal,11.648338835562747,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0.4399436267064531,0.43014852665453823,1930,-0.11220918363361093,-0.11087100651210503,1980,0.7160419334400853,0.6979011174078563,1950
53,90,RM,1.666466679895742,-0.2600955576873424,Grvl,No,IR2,Bnk,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,No,,Fa,TA,CBlock,Gd,TA,Gd,LwQ,-2.065010557108941,GLQ,0.6207573586045403,,-0.4330158624189354,GasA,TA,N,SBrkr,-0.6275666518043261,,,-1.284916094757677,1,0,1,0,2,1,TA,5,Typ,0,No,CarPort,Unf,2,0.1526726640673952,TA,TA,Y,-0.688913267992272,,,,,,No,No,No,,5,2010,WD,Normal,11.608244735642321,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0.1448767909558767,0.14226568577919832,1960,0.28140584584027517,0.275745982502648,1960,0.5798033779763995,0.5668655231751903,1960
54,20,RL,-0.08687589461457491,3.879397763915273,Pave,No,IR1,Low,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,Gable,WdShngl,WdShing,Wd Shng,No,,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1.2928288674899577,Unf,,-2.5999298086529086,1.2678859768396347,GasA,Gd,Y,SBrkr,1.1604008334698417,,,0.5103121001187517,2,0,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,Fin,3,1.4639672292895256,TA,TA,Y,2.3325032262573986,0.12669744633169186,,,,,No,No,No,,11,2006,WD,Normal,12.861001210669146,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,-0.1457119285612611,-0.1439071693679711,1980,-0.020968309099945175,-0.020672296005597748,1980,0.19019226656277602,0.18812832927789613,1980
55,80,RL,-0.541352683461139,-0.6596682465107003,Pave,No,Reg,Bnk,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,MetalSd,MetalSd,No,,TA,TA,CBlock,TA,TA,No,ALQ,-0.5329589729804639,Unf,,,-2.0061372447044152,GasA,TA,Y,SBrkr,0.4940705031654464,,,-0.1587241133000543,0,0,1,0,3,1,TA,6,Min1,1,TA,Detchd,Unf,2,0.398412400774624,TA,TA,Y,,-0.21863805663534527,,,,,No,MnPrv,No,,2,2007,WD,Normal,11.775297421715827,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0.24086376624289926,0.23615651685058975,1950,0.2947486483543213,0.2887538314746639,1960,0.6673607746667976,0.651141428185857,1950
56,20,RL,1.318287738936421,0.165689458832071,Pave,No,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,Plywood,BrkFace,0.2748966779731967,TA,TA,CBlock,TA,TA,No,BLQ,-0.24618837296162924,Unf,,0.5178602244656675,0.7315469218138635,GasA,Gd,Y,SBrkr,0.5966076918933914,,,-0.05577053402982179,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,RFn,2,0.4150348576995464,TA,TA,Y,,,,1.7600707272757017,,,No,No,No,,7,2008,WD,Normal,12.103491596905931,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.13178963681821515,0.12944326955667776,1960,0.26778791469854535,0.2624645042819372,1960,0.5678655380460008,0.5553561913347393,1960
57,160,FV,-3.831003892476671,-2.965805990333401,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.7610098767314952,Gd,TA,PConc,Gd,TA,No,GLQ,0.08459693879861523,Unf,,-0.47669103459371553,-0.07195827300757773,GasA,Ex,Y,SBrkr,-0.2187972423076992,-0.060054240208330924,,0.3834019405733346,1,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,Fin,2,-0.019788672493258275,TA,TA,Y,-0.5716990330251305,,,,,,No,No,No,,8,2009,WD,Abnorml,12.058158312538197,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,-0.6972941507609945,-0.700444309498398,1990,-0.5949211060111032,-0.5971343120082192,1990,-0.23474999452526502,-0.23677605408491934,2000
58,60,RL,0.8930261924727003,0.4793794614363049,Pave,No,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,,Gd,TA,PConc,Gd,TA,No,Unf,,Unf,,0.4400149468754018,-0.3233412327469441,GasA,Ex,Y,SBrkr,-0.5122780047543092,0.26896817688828095,,0.3591725403239632,0,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,RFn,2,0.36904191716361145,TA,TA,Y,,0.09994796115270829,,,,,No,No,No,,8,2006,WD,Normal,12.188422799337028,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,-1.0054481406492326,-1.0248149621527998,2000,-0.9155729277292476,-0.9331179272570078,2000,-0.4694999890505303,-0.4806997896732724,2000
59,60,RL,-0.1953530647057879,0.8541207895342522,Pave,No,IR2,HLS,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,1.5295746789888618,Ex,TA,PConc,Ex,TA,Gd,Unf,,Unf,,0.900407221526896,0.7094372721921898,GasA,Ex,Y,SBrkr,0.5981484146674567,1.7216600041504195,,1.5454037710117996,0,0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,Fin,3,0.6701011560325674,TA,TA,Y,0.16719106544650728,,-1.9990393598395984,,,,No,No,No,,10,2006,New,Partial,12.991755706536901,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,-1.1880412433011438,-1.2240376689885206,2000,-1.1055714768953258,-1.1394731099301796,2000,-0.636057760810898,-0.6595210198793273,2000
60,20,RL,-0.541352683461139,-0.6382620899952005,Pave,No,Reg,Bnk,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,No,,TA,TA,CBlock,TA,TA,Av,ALQ,0.05334713348479277,Unf,,-1.1949295478294164,-0.5272362969249502,GasA,Ex,Y,SBrkr,-0.7266100354122786,,,-1.3843616810076382,0,0,1,0,2,1,TA,4,Typ,0,No,Detchd,Unf,1,-0.7590883607486615,TA,TA,Y,0.19696370644597125,,,,,,No,MnPrv,No,,1,2008,WD,Normal,11.735276702486741,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0.01606932636711899,0.015816508716048453,1970,0.13065327255206602,0.12838696884714862,1970,0.4623077881845724,0.45336542190600415,1970
61,20,RL,-0.36429670465726666,0.748096933522787,Pave,No,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,No,,TA,TA,PConc,Gd,TA,No,ALQ,0.5221009829956491,Unf,,-0.8402411038846141,0.298087739412973,GasA,Ex,Y,SBrkr,0.14096063076483895,,,-0.5132679201890169,1,0,1,1,3,1,Gd,5,Typ,0,No,Detchd,Unf,2,0.4150348576995464,TA,TA,Y,,-0.21863805663534527,,,,,No,No,No,,5,2006,New,Partial,11.970356641102999,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,-1.0054481406492326,-1.0248149621527998,2000,-1.1055714768953258,-1.1394731099301796,2000,-0.4694999890505303,-0.4806997896732724,2000
62,75,RM,-0.541352683461139,-0.6382620899952005,Pave,No,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,Gable,CompShg,MetalSd,MetalSd,No,,TA,TA,BrkTil,TA,Fa,No,Unf,,Unf,,-0.010472522302138021,-1.3339007067589257,GasA,TA,N,SBrkr,-1.37300539246939,-0.966374606280211,,-0.6046222297315641,0,0,1,0,3,1,Fa,6,Typ,0,No,Detchd,Unf,1,-1.2370809195888557,TA,TA,N,,,-0.005116683940471952,,,,No,No,No,,3,2007,WD,Normal,11.522885696764481,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0.5447204852233737,0.5319220363286613,1920,0.5799177309360184,0.5656867384843666,1930,-0.0681922227648973,-0.0681855637396044,1990
63,120,RL,-1.6632714226331307,-0.8968418831024492,Pave,No,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,-0.12335051238500465,Gd,TA,PConc,Gd,Gd,Mn,GLQ,-3.757192743116346,Unf,,0.8571428488665722,0.649309005356441,GasA,Ex,Y,SBrkr,0.510160186641319,,,-0.14256909165652887,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,0.0,TA,TA,Y,-0.510450900595806,-0.2377063934646182,,,,,No,No,No,,10,2007,WD,Normal,12.218500103788143,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,-1.1880412433011438,-1.2240376689885206,2000,-1.1055714768953258,-1.1394731099301796,2000,-0.636057760810898,-0.6595210198793273,2000
64,70,RM,-1.2016750217446392,0.19407314277918836,Pave,No,IR1,Bnk,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,Gable,CompShg,Stucco,Stucco,No,,TA,TA,BrkTil,TA,TA,No,Unf,,Unf,,0.06696197823445318,-1.160195168899007,GasA,Gd,Y,SBrkr,-0.40759912845055074,0.10974775004548147,,0.346312561616577,0,0,2,0,3,1,TA,9,Typ,0,No,Detchd,Unf,2,-0.019788672493258275,TA,TA,Y,-3.7482165110921315,-1.611904622664262,-1.1997697947473684,,,,No,GdPrv,No,,4,2010,WD,Normal,11.849404844423074,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0.5377837551012394,0.5251900576623026,1920,-0.2474648877810549,-0.2454150066033915,1990,0.7160419334400853,0.6979011174078563,1950
